State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
AR,AR,2016,April,Number of Deaths,30489,,100,0.07871691429696,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,May,Number of Deaths,30361,,100,0.079048779684464,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,June,Number of Deaths,30434,,100,0.078859170664388,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,July,Number of Deaths,30590,,100,0.075187969924812,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,August,Number of Deaths,30488,,100,0.078719496195224,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,September,Number of Deaths,30540,,100,0.068762278978389,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,October,Number of Deaths,30489,,100,0.07543704286792,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,November,Number of Deaths,30697,,100,0.074925888523308,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,December,Number of Deaths,31028,,100,0.070903699883976,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,January,Number of Deaths,31113,,100,0.073924083180664,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,February,Number of Deaths,31156,,100,0.083451020670176,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,March,Number of Deaths,31309,,100,0.0766552748411,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,April,Number of Deaths,31382,,100,0.076476961315404,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,May,Number of Deaths,31496,,100,0.079375158750318,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,June,Number of Deaths,31555,,100,0.076057677071779,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,July,Number of Deaths,31550,,100,0.076069730586371,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,August,Number of Deaths,31596,,100,0.069629066970503,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,September,Number of Deaths,31718,,100,0.072514029888392,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,October,Number of Deaths,31724,,100,0.069348127600555,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,November,Number of Deaths,31654,,100,0.075819801604852,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,December,Number of Deaths,31823,,100,0.056562863337837,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2018,January,Number of Deaths,32294,,100,0.055737907970521,Underreported due to incomplete data.
AR,AR,2018,February,Number of Deaths,32398,,100,0.052472374837953,Underreported due to incomplete data.
AR,AR,2018,March,Number of Deaths,32198,,100,0.06522144232561,Underreported due to incomplete data.
AR,AR,2018,April,Number of Deaths,32053,,100,0.065516488316226,Underreported due to incomplete data.
AR,AR,2018,May,Number of Deaths,32109,,100,0.062287832072005,Underreported due to incomplete data.
AR,AR,2018,June,Number of Deaths,32067,,100,0.071724826145258,Underreported due to incomplete data.
AR,AR,2018,July,Number of Deaths,32029,,100,0.078054263323863,Underreported due to incomplete data.
AR,AR,2015,January,Number of Drug Overdose Deaths,366,370,100,0.049797490206494,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2015,February,Number of Drug Overdose Deaths,366,369,100,0.046155874983516,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2015,March,Number of Drug Overdose Deaths,385,389,100,0.046072333563695,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2015,April,Number of Drug Overdose Deaths,373,376,100,0.039416633819472,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2015,May,Number of Drug Overdose Deaths,383,386,100,0.042480883602379,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2015,June,Number of Drug Overdose Deaths,391,394,100,0.042314953453551,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2015,July,Number of Drug Overdose Deaths,395,399,100,0.04888381945576,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2015,August,Number of Drug Overdose Deaths,398,402,100,0.04856883823339,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2015,September,Number of Drug Overdose Deaths,392,396,100,0.061427047298826,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2015,October,Number of Drug Overdose Deaths,397,401,100,0.058036433983556,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2015,November,Number of Drug Overdose Deaths,389,393,100,0.061276485954784,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2015,December,Number of Drug Overdose Deaths,381,386,100,0.070999806364164,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,January,Number of Drug Overdose Deaths,378,383,100,0.07183908045977,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,February,Number of Drug Overdose Deaths,379,384,100,0.072337487258738,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,March,Number of Drug Overdose Deaths,363,368,100,0.075605667137832,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,April,Number of Drug Overdose Deaths,372,377,100,0.07871691429696,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,May,Number of Drug Overdose Deaths,376,381,100,0.079048779684464,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,June,Number of Drug Overdose Deaths,369,374,100,0.078859170664388,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,July,Number of Drug Overdose Deaths,378,383,100,0.075187969924812,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,August,Number of Drug Overdose Deaths,383,388,100,0.078719496195224,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,September,Number of Drug Overdose Deaths,379,384,100,0.068762278978389,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,October,Number of Drug Overdose Deaths,372,377,100,0.07543704286792,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,November,Number of Drug Overdose Deaths,378,383,100,0.074925888523308,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2016,December,Number of Drug Overdose Deaths,386,391,100,0.070903699883976,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,January,Number of Drug Overdose Deaths,384,389,100,0.073924083180664,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,February,Number of Drug Overdose Deaths,380,385,100,0.083451020670176,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,March,Number of Drug Overdose Deaths,384,389,100,0.0766552748411,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,April,Number of Drug Overdose Deaths,386,391,100,0.076476961315404,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,May,Number of Drug Overdose Deaths,383,388,100,0.079375158750318,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,June,Number of Drug Overdose Deaths,398,403,100,0.076057677071779,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,July,Number of Drug Overdose Deaths,395,400,100,0.076069730586371,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,August,Number of Drug Overdose Deaths,406,411,100,0.069629066970503,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,September,Number of Drug Overdose Deaths,413,418,100,0.072514029888392,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,October,Number of Drug Overdose Deaths,410,415,100,0.069348127600555,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,November,Number of Drug Overdose Deaths,411,416,100,0.075819801604852,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2017,December,Number of Drug Overdose Deaths,425,429,100,0.056562863337837,Numbers may differ from published reports using final data. See Technical Notes.
AR,AR,2018,January,Number of Drug Overdose Deaths,427,429,100,0.055737907970521,Underreported due to incomplete data.
AR,AR,2018,February,Number of Drug Overdose Deaths,424,427,100,0.052472374837953,Underreported due to incomplete data.
AR,AR,2018,March,Number of Drug Overdose Deaths,429,434,100,0.06522144232561,Underreported due to incomplete data.
AR,AR,2018,April,Number of Drug Overdose Deaths,423,428,100,0.065516488316226,Underreported due to incomplete data.
AR,AR,2018,May,Number of Drug Overdose Deaths,440,445,100,0.062287832072005,Underreported due to incomplete data.
AR,AR,2018,June,Number of Drug Overdose Deaths,442,449,100,0.071724826145258,Underreported due to incomplete data.
AR,AR,2018,July,Number of Drug Overdose Deaths,445,453,100,0.078054263323863,Underreported due to incomplete data.
AZ,AZ,2015,January,Number of Deaths,52342,,100,0.326697489587712,Numbers may differ from published reports using final data. See Technical Notes.
AZ,AZ,2015,February,Number of Deaths,52371,,100,0.349430028068969,Numbers may differ from published reports using final data. See Technical Notes.
AZ,AZ,2015,March,Number of Deaths,52826,,100,0.34263430886306,Numbers may differ from published reports using final data. See Technical Notes.
AZ,AZ,2015,April,Number of Deaths,53025,,100,0.341348420556341,Numbers may differ from published reports using final data. See Technical Notes.
